,X,Y,Z,Roll,Pitch,Yaw
416,14.597,-19.2249,65.0243,27.428,10.449,-14.4499
417,14.7787,-19.3798,64.9995,26.8291,11.4323,-17.2939
418,14.934,-19.2861,65.0498,26.6324,11.7172,-18.4954
419,14.8958,-19.1787,65.1865,26.2876,11.9245,-19.9131
420,14.9325,-19.0249,65.2426,26.8335,10.0351,-17.214
421,14.7633,-19.2453,65.3817,26.7361,10.1078,-17.4148
422,14.9429,-19.3201,65.497,26.7899,9.4371,-16.8758
423,15.0592,-19.3665,65.5668,26.8703,8.97151,-16.4886
424,14.9377,-19.6669,65.7294,26.582,9.5249,-17.7494
425,15.0386,-19.6074,65.8525,26.254,10.4385,-19.6417
426,15.2778,-19.7319,65.7751,26.0612,10.4524,-20.4605
427,15.2125,-19.7366,66.0143,26.0068,10.6867,-21.0257
428,15.3481,-19.5579,66.3653,25.9112,11.2902,-22.3725
429,15.322,-19.3898,66.569,25.7779,11.7589,-23.2502
430,15.132,-19.6055,66.7112,25.2163,13.1163,-25.659
431,14.9642,-19.7828,66.6217,25.2627,12.8152,-25.2178
432,14.8136,-19.846,66.6239,25.1474,12.8793,-25.4909
433,14.7805,-20.1132,66.3864,24.6402,13.5681,-27.0369
434,14.8091,-20.225,66.6524,24.8871,12.8917,-26.181
435,14.8864,-20.3421,66.7467,24.7166,13.1702,-26.8897
436,14.9522,-20.5945,66.5052,24.145,13.9732,-28.6218
437,15.1769,-20.5971,66.7457,24.5502,13.4391,-27.7915
438,15.5965,-20.747,67.1515,24.8616,13.4728,-28.1214
439,15.64,-20.934,67.6136,24.9253,14.0328,-29.0554
440,16.0339,-21.1399,69.2856,25.4377,16.7508,-32.1912
441,15.8708,-21.5704,68.8484,26.1877,13.9828,-28.8011
442,15.8362,-21.8456,69.2827,27.5101,11.8387,-25.1406
443,15.8917,-21.8441,69.5399,28.0574,11.4164,-24.4782
444,15.8479,-21.8382,69.7498,28.904,10.1594,-22.722
445,15.8027,-22.0172,69.8634,29.2992,9.58093,-22.1228
446,15.8151,-22.0059,69.8811,29.1874,10.8192,-24.6208
447,15.8261,-22.2712,69.5364,28.7347,11.8917,-26.7845
448,15.9899,-22.2512,69.5464,28.8881,12.8761,-28.7114
449,15.8161,-22.3142,69.4407,29.1956,12.8084,-28.3984
450,15.7323,-22.3546,69.1697,29.2138,13.1837,-28.9313
451,15.597,-22.392,68.8837,29.9186,11.8211,-26.8832
452,15.3914,-22.4358,68.848,30.3797,10.612,-25.0273
453,14.733,-22.4069,70.0416,33.8865,5.24029,-11.06
454,16.933,-21.2636,69.9846,32.8567,12.8277,-17.2194
455,17.1464,-21.4938,71.4529,36.3423,2.04856,0.957535
456,14.3703,-20.2511,73.6911,39.2853,-1.70201,9.00098
457,13.9594,-20.3627,74.9917,39.703,2.01928,6.8915
458,16.0852,-22.6702,72.2106,34.3638,17.873,-12.2358
459,14.7398,-21.5093,72.5843,37.9792,6.15989,2.06822
460,14.8595,-21.7695,72.4469,37.9253,6.93578,1.84061
461,15.0057,-21.6889,72.4691,38.2953,5.79877,3.69368
462,15.0516,-21.6657,72.453,38.5017,5.23902,4.63489
463,15.3757,-21.235,73.038,39.047,2.60205,7.59667
464,15.6422,-21.3847,72.9948,39.0293,2.79489,7.31722
465,15.7824,-21.2847,73.3408,39.3693,2.61123,7.37338
466,16.1269,-21.3502,73.253,39.2346,4.43877,4.71754
467,17.2188,-21.7587,71.9218,35.3836,16.8981,-13.7395
468,16.8218,-21.715,70.6349,35.0577,13.2262,-14.1474
469,15.8644,-23.4026,68.8306,36.3699,-0.38038,1.49979
470,16.7767,-21.7501,71.2229,37.1624,5.19539,-4.23459
471,16.0456,-21.762,71.054,37.0966,4.03488,-2.88019
472,17.129,-22.6173,69.7487,36.6024,-0.212463,3.39793
473,15.8017,-20.3642,73.958,40.0924,-4.78277,12.1335
474,13.7755,-20.0874,74.334,40.9967,-0.483683,9.76819
475,15.2174,-21.3885,71.9877,38.7852,3.06206,4.29828
476,15.1494,-21.3791,72.3933,39.2278,2.81032,5.66098
477,15.1728,-21.4552,72.6206,39.2486,3.84675,5.22347
478,15.2403,-21.4222,72.7619,39.3581,3.14406,6.08948
479,15.2522,-21.2908,72.9539,39.5028,2.55338,6.8061
480,15.176,-21.1383,73.0501,39.547,1.94283,7.53945
481,15.193,-21.0989,73.1428,39.5781,2.44546,7.07806
482,15.125,-20.9977,73.335,39.7718,2.1988,7.38755
483,15.1072,-21.0271,73.4119,39.7241,3.42195,6.20472
484,15.2704,-21.064,73.4437,39.6788,3.83421,5.68082
485,15.6884,-21.3224,73.2268,30.4353,16.4605,-11.6751
486,16.6992,-22.3468,73.1972,29.07,12.5084,-9.12135
487,14.9942,-23.1534,72.4399,30.6388,2.99512,5.05648
488,16.3038,-21.2961,73.5543,29.2377,7.80335,-3.04804
489,16.4713,-22.0862,72.0279,25.9798,-5.58682,17.4704
490,17.3081,-22.9577,71.9927,25.4122,-1.35915,10.6521
491,15.5802,-21.028,74.4381,26.5269,-3.37473,14.9279
492,16.1412,-21.777,73.3064,25.8431,1.04378,6.80319
493,16.3205,-21.7412,73.1886,25.3294,2.73515,3.45434
494,16.2672,-21.8968,73.0296,24.9088,3.27859,2.05685
495,16.2308,-21.9401,73.0215,24.4546,4.29433,-0.233423
496,16.0928,-22.0432,72.9468,23.9129,5.17548,-2.0488
497,16.0158,-22.0669,72.9046,23.6843,4.30633,-0.513232
498,16.0052,-21.9975,72.791,23.5077,3.53461,0.931328
499,15.9141,-22.0158,72.698,23.3881,2.95147,2.17986
500,15.9543,-22.1336,72.7042,23.1629,3.19353,1.90981
501,16.0842,-22.066,72.5587,22.9466,3.70116,0.839568
502,16.2635,-21.9431,72.6003,22.7897,4.04446,-0.0717157
503,16.2455,-22.0345,72.7246,22.5792,4.99982,-1.96555
504,16.4102,-21.7882,72.9476,22.4139,5.41259,-3.49871
505,16.4931,-21.8128,72.9108,22.091,5.87943,-5.15276
506,16.3818,-21.8437,72.9445,21.3531,6.85745,-9.77982
507,16.1515,-21.9063,72.6781,20.8961,7.61126,-13.1791
508,15.9605,-21.9041,72.4883,20.8159,7.65435,-14.5008
509,15.6956,-21.9045,72.1669,20.3615,8.73152,-18.3821
510,15.622,-21.9468,72.0296,20.0408,9.39727,-20.822
511,15.5121,-22.0028,71.6669,19.2507,10.5344,-24.7814
512,15.5416,-22.091,71.4868,18.8249,10.9701,-26.6608
513,15.4099,-22.2457,71.2747,18.5725,10.9158,-27.5187
514,15.424,-22.1415,71.3152,18.3568,11.2239,-28.6569
515,15.2552,-22.2584,71.3602,18.1297,11.2232,-29.1182
516,15.2689,-22.2591,71.3749,17.9102,11.251,-29.6456
517,15.2564,-22.5291,71.3043,16.9863,12.1228,-32.5995
518,15.1459,-22.5787,71.326,16.2402,12.9159,-35.1061
519,15.4118,-22.6108,71.2301,15.2465,13.7574,-38.7548
520,15.4214,-22.577,71.3018,14.8999,14.1554,-40.5624
521,15.7686,-22.2333,71.0902,13.2797,18.0339,-55.4088
522,14.6564,-22.8509,68.9094,14.6814,18.547,-57.7588
523,15.8221,-21.4852,69.5284,16.9935,16.977,-52.0471
524,15.6612,-21.9874,69.5811,16.9229,17.0118,-52.822
525,15.4912,-21.924,69.2148,17.3703,17.3908,-53.6703
526,15.3811,-21.5624,69.0198,18.777,17.0699,-52.1393
527,15.4955,-21.6279,68.9337,19.625,16.6873,-50.9707
528,15.6359,-21.4677,69.0442,20.7131,16.8462,-50.4149
529,15.7776,-21.5149,68.8436,21.0273,17.4306,-51.2877
530,15.9434,-21.7423,68.8538,21.9836,17.5939,-51.057
531,15.8443,-21.8435,68.8869,22.5884,17.669,-50.7206
532,15.6316,-21.9497,68.5502,22.7471,18.438,-51.9121
533,15.417,-22.0126,68.3131,23.259,18.0491,-51.0458
534,15.0858,-21.9697,68.0064,23.8203,17.511,-49.8465
535,14.9315,-21.4875,67.7223,25.6031,14.8497,-44.9619
536,15.0247,-21.3929,67.8952,26.4918,13.357,-42.4086
537,15.2461,-21.1526,68.0732,27.1024,12.5967,-41.3175
538,15.5093,-21.005,68.3278,26.8102,13.852,-43.595
539,15.8954,-20.9202,68.2913,26.2833,15.5363,-46.9631
540,16.2197,-20.834,68.2358,26.5969,15.339,-47.1454
541,15.9351,-21.2878,68.1891,25.9557,16.7721,-50.2511
542,15.6169,-21.5037,67.899,25.2376,18.0207,-52.9784
543,15.2106,-21.7849,67.6579,25.5733,17.7091,-53.1718
544,16.0655,-21.2455,67.4114,30.4349,6.9815,-39.1679
545,12.6523,-22.381,69.7255,34.0424,0.855831,-30.6237
546,12.3761,-21.4415,69.3326,15.3213,35.4308,-88.1761
547,12.5736,-22.4629,67.7564,13.4096,40.0417,-98.0128
548,12.5736,-22.4629,67.7564,13.4096,40.0417,-98.0128
549,8.42007,-24.1578,73.74,42.1628,8.86367,-43.7625
550,8.42007,-24.1578,73.74,42.1628,8.86367,-43.7625
551,11.0693,-23.1012,68.9649,40.3152,10.8429,-49.4173
552,11.0693,-23.1012,68.9649,40.3152,10.8429,-49.4173
553,10.0861,-23.8023,67.6549,31.8773,29.895,-71.8321
554,9.77263,-24.1013,69.8058,38.9752,17.7747,-55.2975
555,9.77263,-24.1013,69.8058,38.9752,17.7747,-55.2975
556,9.41087,-23.664,69.9165,39.3255,18.9332,-56.8302
557,9.40774,-23.7184,69.4898,39.6447,19.1089,-57.4885
558,9.36053,-23.7535,69.6926,40.6703,17.3533,-55.7219
559,9.2769,-23.7453,69.4387,40.5326,18.5485,-57.1541
560,7.10398,-24.7383,70.3948,36.2831,31.1229,-68.5759
561,7.23854,-25.5797,67.9836,35.3458,33.9793,-74.8452
562,8.39909,-24.2619,67.8712,45.6342,3.61403,-46.91
563,7.18728,-24.756,69.4566,44.5895,15.233,-54.1813
564,6.49633,-24.8663,70.3279,45.8783,12.941,-51.7359
565,6.73268,-24.7179,70.2556,45.7194,13.8087,-52.5353
566,6.89661,-24.6941,70.0997,45.5052,14.5622,-53.2434
567,6.93402,-24.8675,69.8712,45.0784,15.879,-54.4747
568,6.91071,-25.113,70.046,45.1162,15.9069,-54.4281
569,6.72416,-25.284,70.1257,44.7346,17.1567,-55.3922
570,6.72236,-25.4383,70.187,44.4557,18.1719,-56.2335
571,6.6468,-25.492,70.2822,44.8252,16.9738,-55.049
572,5.97117,-25.8488,70.8801,44.7459,15.088,-52.9264
573,7.00718,-24.9561,72.735,38.16,20.2726,-57.842
574,7.00718,-24.9561,72.735,38.16,20.2726,-57.842
575,7.00718,-24.9561,72.735,38.16,20.2726,-57.842
576,12.0454,-26.3915,75.5909,32.3437,-0.555648,-30.6256
577,12.0454,-26.3915,75.5909,32.3437,-0.555648,-30.6256
578,12.1089,-26.3606,74.2474,31.0892,1.90711,-33.8827
579,12.1815,-25.3285,72.9123,29.5087,8.39736,-44.9539
580,11.0721,-25.6621,74.2305,26.9772,16.3613,-54.5371
581,11.043,-25.6608,74.2216,27.5958,14.7904,-52.1029
582,10.9408,-25.4369,74.6066,27.9769,14.2231,-50.9281
583,11.3062,-25.3363,74.25,28.1366,13.8979,-50.7277
584,11.5546,-25.1993,74.5058,28.0883,14.7174,-51.9363
585,11.4584,-25.4601,74.8463,27.999,15.2356,-52.5
586,11.656,-25.4355,74.973,28.1819,15.421,-52.8854
587,10.5075,-26.3063,76.8383,30.0059,13.765,-48.66
588,12.1198,-27.0977,75.3012,29.4155,14.7594,-54.1693
589,8.70647,-28.6262,79.7916,33.4605,0.0428527,-32.4553
590,6.9493,-28.0635,82.3921,31.5536,13.526,-49.312
591,9.64608,-28.44,76.6013,26.2693,21.3213,-66.5044
592,10.4442,-27.885,76.8152,31.3545,13.953,-54.9666
593,8.76338,-28.0099,78.4108,31.4697,14.2166,-53.9009
594,9.96457,-26.9036,77.5339,25.2587,26.4382,-76.7325
595,7.81565,-28.0441,78.0069,35.4865,4.79007,-46.2127
596,5.21671,-29.2849,79.9857,30.5267,20.1511,-65.6553
597,5.38827,-28.5951,77.9975,25.4682,26.733,-80.0582
598,5.38827,-28.5951,77.9975,25.4682,26.733,-80.0582
599,5.38827,-28.5951,77.9975,25.4682,26.733,-80.0582
600,5.38827,-28.5951,77.9975,25.4682,26.733,-80.0582
601,4.50175,-27.8042,77.2893,23.9522,29.3959,-89.5285
602,7.07714,-26.6486,75.6735,28.6281,24.1834,-82.2484
603,5.15888,-27.5107,77.1728,32.422,17.4086,-70.3864
604,5.13147,-27.5735,77.32,32.7695,17.2595,-70.3494
605,5.16232,-27.61,77.1687,32.786,17.3772,-70.8925
606,4.36514,-28.4195,76.1441,33.6531,15.8821,-70.7141
607,4.36514,-28.4195,76.1441,33.6531,15.8821,-70.7141
608,4.12903,-27.8441,77.0092,32.4128,20.2631,-76.7524
609,4.12903,-27.8441,77.0092,32.4128,20.2631,-76.7524
610,0.297453,-30.8509,82.5227,35.4094,17.6611,-70.1152
611,0.416152,-31.1941,83.0343,31.3119,26.8617,-82.4014
612,0.416152,-31.1941,83.0343,31.3119,26.8617,-82.4014
613,0.990919,-31.2419,83.5028,40.3716,6.44813,-59.2226
614,-1.13046,-32.2392,85.4552,31.0544,28.6927,-84.2344
615,-0.203613,-31.7885,82.9972,29.4458,30.3614,-88.2392
616,1.08511,-30.9211,82.622,39.7276,10.6891,-64.5784
617,-0.241924,-32.0829,84.2307,37.6545,17.9397,-70.7981
618,-1.71065,-33.1599,86.2931,32.7533,28.8871,-83.9291
619,-1.21532,-32.6758,86.1048,34.1449,28.8353,-84.0611
620,-1.87463,-33.8653,87.6509,42.3826,8.54975,-61.9095
621,-2.88537,-35.4993,88.5079,41.6072,12.5721,-65.0504
622,-1.9867,-33.4594,87.1786,39.6403,19.3338,-72.1216
623,-2.60297,-35.5049,89.2886,41.949,14.4086,-65.3936
624,-2.48832,-35.0315,89.8296,41.3795,17.8064,-67.7946
625,-1.83309,-35.5702,86.6205,40.0287,20.3733,-72.1765
626,-1.83309,-35.5702,86.6205,40.0287,20.3733,-72.1765
627,-1.83309,-35.5702,86.6205,40.0287,20.3733,-72.1765
628,-2.3584,-34.8378,87.7523,40.0392,20.7145,-69.9865
629,-1.7596,-34.2528,86.6253,42.7772,10.8799,-61.6928
630,-2.26167,-34.964,86.9514,42.2441,15.5948,-64.798
631,-2.51856,-34.9458,87.9833,40.6238,21.3359,-69.2634
632,-0.645249,-34.444,85.6729,38.4468,23.3013,-75.0158
633,-1.3296,-34.5332,87.4691,43.1263,11.6761,-63.2986
634,-1.72897,-34.1572,88.3212,43.7928,8.72923,-61.0782
635,-3.65903,-35.6733,89.0029,37.3577,25.9987,-78.2455
636,-3.24065,-35.4485,89.5545,44.311,8.10828,-62.447
637,-4.18191,-36.9385,91.4739,44.6576,9.81457,-64.2704
638,-4.61618,-35.7246,90.2446,38.9226,26.2709,-80.8584
639,-4.01158,-35.3494,89.8589,41.315,22.7194,-77.8151
640,-4.33261,-36.9693,92.9884,45.7958,11.2318,-66.4633
641,-4.20063,-36.0903,91.3606,42.9411,19.7403,-74.2616
642,-4.34303,-36.453,91.5145,42.9983,20.4551,-75.0487
643,-4.34303,-36.453,91.5145,42.9983,20.4551,-75.0487
644,-5.71742,-38.3484,94.1087,44.2559,20.2543,-74.4242
645,-5.71742,-38.3484,94.1087,44.2559,20.2543,-74.4242
646,-7.05672,-38.5732,93.337,45.8026,19.4052,-76.3677
647,-7.09041,-39.1366,94.3926,47.685,15.4483,-73.7587
648,-7.03305,-39.1452,95.8292,48.1956,14.0436,-72.7458
649,-6.73387,-38.4976,94.8037,45.7875,20.9775,-78.2198
650,-7.16507,-39.006,95.6202,46.8532,19.0934,-76.1823
651,-7.49063,-40.5164,96.6931,43.4349,23.7244,-78.932
652,-6.55657,-39.6239,96.189,40.3281,25.0353,-81.1563
653,-5.53162,-38.7896,95.4277,43.2076,13.4951,-70.6401
654,-5.14154,-39.2425,96.6566,41.7784,10.4182,-67.5263
655,-5.40236,-38.7985,96.5469,34.8863,25.1773,-83.6018
656,-4.78973,-38.1336,95.89,37.0309,20.1814,-77.9689
657,-5.32673,-38.9376,97.8003,40.3263,13.1337,-68.7819
658,-5.04137,-38.7523,96.977,38.4808,17.0554,-73.8361
659,-4.90057,-38.5734,96.8897,38.3529,17.0846,-73.7884
660,-4.65934,-38.4742,96.8582,38.6604,16.1042,-72.4846
661,-4.21427,-38.7462,97.7497,39.6502,13.8557,-69.112
662,-4.62981,-38.5026,97.039,38.454,16.6459,-72.5685
663,-4.55661,-38.5893,96.8774,38.5135,16.4197,-72.3564
664,-4.6558,-38.63,97.0177,38.2319,17.4362,-73.4698
665,-4.9315,-38.6749,97.2192,38.1071,18.0469,-74.0404
666,-5.14374,-38.872,97.5737,38.8564,17.3105,-73.3559
667,-5.28865,-38.9715,97.8988,39.4944,16.3693,-72.3599
668,-5.3627,-39.0325,98.0126,39.6159,16.5087,-72.631
669,-5.50385,-38.9584,98.2044,39.654,17.1586,-73.529
670,-5.56328,-39.2729,98.6096,40.1466,16.7647,-73.3812
671,-5.89428,-39.7838,98.9833,40.1335,17.2067,-73.9428
672,-6.21662,-40.1853,99.0981,40.0898,17.6978,-74.5652
673,-6.52162,-41.0458,99.535,40.6754,16.7843,-73.6421
674,-6.72796,-41.2357,99.8005,40.8533,16.5052,-73.2134
675,-6.95969,-41.6556,99.9294,40.9478,15.9547,-72.3585
676,-7.39918,-42.4786,100.857,39.4243,19.4047,-75.1057
677,-6.91169,-41.8483,99.7552,40.3937,15.5044,-71.5884
678,-6.87778,-41.9569,99.8112,40.0337,15.5596,-71.5497
679,-6.58926,-41.8819,99.7573,38.845,16.5731,-72.823
680,-6.53829,-41.9329,99.861,38.4846,16.5975,-72.9624
681,-6.57699,-41.9912,100.09,38.1595,16.9784,-73.4173
682,-6.75385,-42.0677,100.407,37.8519,17.3453,-73.9015
683,-6.85891,-42.1286,100.631,38.0253,16.7927,-73.363
684,-7.11654,-42.2854,101.134,38.1884,16.404,-72.9673
685,-7.2658,-42.1853,101.335,38.2524,16.3343,-72.9333
686,-7.37164,-42.3037,101.531,38.469,15.7541,-72.5017
687,-7.30555,-42.3518,101.695,38.683,15.2386,-72.1304
688,-7.43866,-42.5446,101.978,38.5376,15.7457,-72.8174
689,-7.65505,-42.887,102.145,38.1292,16.6323,-73.9168
690,-7.89904,-43.2091,102.461,37.7471,17.2244,-74.7218
691,-8.08291,-43.3684,102.849,37.7157,16.7941,-74.431
692,-8.2805,-43.3486,103.176,37.6896,16.5637,-74.259
693,-8.35107,-43.2903,103.309,37.7686,16.1204,-73.9416
694,-8.11941,-43.1397,104.442,38.4722,11.6207,-68.4956
695,-8.09597,-43.0693,104.443,37.6391,11.0997,-68.0247
696,-8.25773,-43.3099,104.043,36.583,14.8553,-72.8535
697,-8.02515,-43.2132,103.869,36.0301,14.1838,-72.236
698,-7.96525,-43.2367,103.921,35.5403,13.9512,-72.0226
699,-8.07342,-43.4041,104.031,35.0561,14.0745,-72.2322
700,-8.05152,-43.2707,104.023,34.8795,13.5145,-71.6423
701,-7.94839,-43.0433,104.183,34.5156,13.1667,-71.2993
702,-7.8948,-42.7833,104.181,34.2957,12.945,-71.0988
703,-7.73795,-42.3795,104.142,34.1616,12.7668,-70.9494
704,-7.66793,-42.2981,104.189,34.2016,12.4334,-70.5735
705,-7.69899,-42.3016,104.442,34.1116,12.3465,-70.491
706,-7.82762,-42.4576,104.705,33.7299,12.9603,-71.3605
707,-8.07751,-42.8351,105.154,33.1994,13.5025,-72.312
708,-8.43606,-43.5308,106.138,32.5896,13.6696,-73.0267
709,-8.74402,-43.6438,106.628,32.3049,13.7218,-73.228
710,-8.79912,-43.5845,106.91,32.1468,13.8331,-73.4575
711,-8.7903,-43.5209,107.277,32.2151,13.2672,-72.7477
712,-9.01985,-43.6873,107.823,31.7778,13.1916,-72.7108
713,-9.1108,-43.9559,107.844,31.2896,12.8355,-72.5299
714,-9.39457,-43.9972,108.528,28.5301,14.197,-75.046
715,-8.16485,-43.5894,108.915,29.6246,5.91662,-63.3177
716,-8.42509,-43.9981,109.314,27.1758,7.07181,-64.8828
717,-7.70968,-42.8883,108.002,23.385,15.1315,-79.6088
718,-7.23338,-42.5832,107.724,24.9167,11.1982,-72.8919
719,-8.34056,-43.9353,108.771,25.7225,9.64132,-69.5354
720,-8.12773,-43.502,108.677,25.0786,9.78698,-70.0604
721,-8.04651,-43.2097,108.738,24.906,9.50182,-69.6684
722,-7.99054,-43.1466,108.893,24.97,9.00011,-68.8722
723,-8.14312,-43.1067,109.458,24.6249,9.00887,-69.1261
724,-8.05827,-42.9632,109.761,24.6189,8.78682,-68.9101
725,-8.31581,-43.1667,110.372,24.2341,9.08442,-69.7242
726,-8.59863,-43.5358,110.911,23.5052,9.26484,-70.6016
727,-8.92103,-43.8757,111.244,23.5163,9.63147,-71.2172
728,-9.16653,-44.283,111.734,23.4839,9.33234,-70.6774
729,-9.49485,-44.5763,112.209,23.2729,9.40295,-70.7705
730,-9.58863,-44.5965,112.283,23.0991,9.59641,-71.1927
731,-9.50086,-44.4738,112.416,23.0743,9.53524,-71.0921
732,-9.46281,-44.3482,112.551,23.0871,9.34591,-70.7208
733,-9.27123,-44.1223,112.479,23.1328,9.40414,-70.8707
734,-9.18864,-44.0066,112.385,23.2101,9.71973,-71.4301
735,-9.20955,-44.0256,112.337,23.4814,9.74036,-71.3751
736,-9.23403,-43.9708,112.415,23.7153,9.83145,-71.3683
737,-9.40079,-44.1357,112.279,24.4082,10.0214,-71.5269
738,-9.53789,-44.2999,112.3,24.8797,9.9734,-71.2643
739,-9.74094,-44.5689,112.219,25.0687,10.1247,-71.4168
740,-9.90186,-44.781,112.239,25.5703,9.48493,-70.064
741,-9.82911,-44.8216,112.327,25.9912,8.76268,-68.6851
742,-9.73186,-44.7022,112.265,26.5481,7.8619,-66.9114
743,-9.46246,-44.6187,112.595,27.7139,5.03631,-61.0771
744,-9.48619,-44.4193,112.19,27.5528,6.42439,-64.067
745,-9.24818,-44.2988,112.137,28.3703,5.05006,-61.6025
746,-8.77706,-44.3338,112.296,29.7504,3.31582,-57.8592
747,-8.57663,-43.864,111.389,29.6323,4.19293,-59.9491
748,-8.94113,-44.3386,111.688,30.1969,2.65115,-57.5644
749,-9.13665,-45.7259,111.604,31.2559,0.689075,-53.7813
750,-9.75307,-46.4512,111.935,31.9278,-0.413662,-51.7498
751,-10.0856,-46.832,111.317,31.8904,-1.33772,-50.881
752,-9.76329,-46.4038,111.085,32.557,-0.74628,-52.1193
753,-9.84978,-46.4266,111.141,32.8275,-2.16279,-50.2213
754,-9.83453,-46.1533,111.099,33.0191,-3.23296,-48.8836
755,-9.71671,-46.1017,111.028,33.1101,-4.13151,-47.8605
756,-9.55847,-45.9303,110.954,33.1844,-4.96228,-46.9639
757,-9.55139,-45.9002,110.856,33.192,-4.98189,-46.9827
758,-9.4092,-45.8921,110.942,33.3462,-5.23345,-46.7351
759,-9.46731,-45.8619,111.173,33.5861,-5.77109,-46.0783
760,-9.64454,-46.086,111.682,33.9091,-6.40729,-45.3107
761,-11.2192,-47.572,114.258,34.2362,-8.11426,-42.9539
762,-10.8065,-47.5179,114.066,35.2418,-6.82534,-45.1296
763,-11.5784,-48.3866,115.84,35.004,-10.3439,-40.6286
764,-11.5784,-48.3866,115.84,35.004,-10.3439,-40.6286
765,-12.8048,-49.2663,115.85,34.9324,-4.05441,-48.0013
766,-12.1407,-48.4527,116.463,34.063,-13.3685,-37.5476
767,-13.093,-49.25,117.894,35.0624,-8.68791,-41.6652
768,-12.6355,-48.7224,117.568,34.5915,-10.5417,-40.0802
769,-12.7316,-48.7979,117.893,34.6068,-10.2187,-40.4147
770,-12.8226,-48.7565,118.107,34.5533,-9.55017,-41.1599
771,-12.7778,-48.806,118.122,34.5894,-8.26814,-42.746
772,-12.7923,-48.8523,118.127,34.3575,-7.61901,-43.5737
773,-12.8033,-48.7483,118.11,34.1156,-7.44525,-43.7813
774,-12.8427,-48.7194,117.955,33.8122,-6.74323,-44.7577
775,-12.8846,-48.7458,117.97,33.6542,-6.51084,-45.0809
776,-12.8135,-48.4796,118.009,33.4342,-6.35746,-45.3108
777,-12.7524,-48.2533,118.019,33.3568,-6.00471,-45.7796
778,-12.5386,-47.95,117.773,33.5808,-5.15829,-46.9268
779,-12.36,-48.4468,116.576,37.0262,-1.25491,-51.6229
780,-13.1148,-48.6275,116.677,39.7345,-4.8649,-47.4316
781,-13.1148,-48.6275,116.677,39.7345,-4.8649,-47.4316
782,-13.0555,-47.8599,116.486,39.9379,-6.64651,-45.515
783,-12.9579,-47.9068,117.402,39.7199,-11.2091,-40.7428
784,-13.7106,-48.656,117.308,39.8979,0.224604,-51.734
785,-13.0559,-47.917,116.191,39.6924,-2.80451,-49.6132
786,-13.4096,-48.5192,117.294,40.1058,-5.26884,-46.4214
787,-13.3219,-48.3722,117.132,40.1313,-4.86123,-46.8924
788,-13.2915,-48.4181,117.644,40.3771,-4.37243,-47.3147
789,-13.7877,-48.8344,118.264,39.9479,-0.524398,-50.7525
790,-13.618,-48.8946,117.75,40.3452,-3.75051,-48.0235
791,-14.025,-49.4201,118.333,40.4821,-3.40393,-48.2027
792,-14.3188,-49.7343,119.246,40.9011,-3.22116,-48.0505
793,-14.6752,-49.9788,118.957,41.2905,-1.94941,-49.6242
794,-15.4698,-51.1529,121.29,41.5021,-7.8242,-43.1117
795,-15.1112,-51.1316,121.44,41.332,1.65099,-51.3454
796,-14.2305,-50.9341,120.503,41.5745,-1.45999,-48.9344
797,-14.8791,-51.2921,121.208,41.2003,-2.93914,-46.8584
798,-14.7998,-51.2353,121.11,41.1995,0.0758162,-49.8485
799,-14.5806,-51.1718,120.998,41.0127,0.25811,-49.9804
800,-14.5652,-51.1507,121.076,40.909,-0.0902204,-49.5839
801,-14.6407,-51.0401,121.027,40.7346,-0.641091,-49.0668
802,-14.5927,-50.4207,120.264,40.222,0.989638,-51.4236
803,-14.6353,-50.7966,120.853,40.5768,-0.967502,-48.9346
804,-14.5693,-50.528,120.743,40.4677,-0.22436,-49.8133
805,-14.406,-50.2918,120.596,40.3477,0.929607,-51.1849
806,-14.2951,-50.2703,120.427,40.1764,2.48283,-52.919
807,-13.7742,-50.5375,120.156,39.5321,8.32241,-60.0027
808,-14.6861,-51.5278,121.272,39.5462,5.21543,-56.1925
809,-14.728,-51.2561,119.991,37.7,10.8492,-63.8791
810,-14.8443,-51.0446,119.843,37.2576,11.2259,-64.621
811,-14.911,-50.3171,120.211,37.2374,9.93301,-62.9964
812,-14.7464,-50.4814,120.025,37.0981,10.7759,-64.0797
813,-14.7249,-50.3772,119.986,36.9397,11.0502,-64.5232
814,-14.6165,-50.1987,120.015,36.8074,11.473,-65.1154
815,-14.6127,-50.1984,119.9,36.6544,12.0331,-65.8622
816,-14.5022,-50.0679,119.824,36.782,12.2168,-66.121
817,-14.6782,-50.475,119.736,37.9594,13.2468,-66.9081
818,-15.3443,-50.974,119.891,39.8075,10.9656,-64.5424
819,-16.1711,-51.0798,119.926,37.8707,19.5773,-73.1087
820,-15.7924,-50.9433,118.715,38.3203,21.2181,-74.8552
821,-15.3671,-50.734,119.37,43.0099,7.12773,-60.5234
822,-15.5932,-51.6762,118.874,42.3916,9.80592,-63.3354
823,-15.7181,-50.9983,118.82,41.5391,13.1169,-66.0871
824,-16.0296,-51.8014,118.172,42.6049,12.1654,-65.0609
825,-16.0488,-52.2635,118.292,42.0125,15.2283,-67.4874
826,-16.2106,-52.7227,118.349,42.1347,15.442,-67.6451
827,-16.427,-53.1734,118.574,42.2525,15.69,-67.8388
828,-16.6908,-53.4734,118.712,42.1054,16.1696,-68.3178
829,-16.7518,-53.4958,119.041,42.2734,15.0782,-67.3452
